Curriculum,Human Biology,,,,,,,,
Institution,"University of California, San Diego",,,,,,,,
Degree Type,BS,,,,,,,,
System Type,Quarter,,,,,,,,
CIP,26.0101,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,MATH 10A / 20A,MATH,10A,,,,4,,
2,CHEM 6A,CHEM,6A,,,,4,,
3,BILD 4,BILD,4,,,,2,,
4,BILD 5,BILD,5,,,,4,,
5,MATH 10B / 20B,MATH,10B,1,,,4,,
6,CHEM 6B,CHEM,6B,2;1,,,4,,
7,MATH 11,MATH,11,5,,,5,,
8,CHEM 7L,CHEM,7L,6,,,4,,
9,CHEM 6C,CHEM,6C,6,,,4,,
10,PHYS 1A,PHYS,1A,1,,,3,,
11,PHYS 1AL,PHYS,1AL,1,,,2,,
12,BILD 1,BILD,1,,,,4,,
13,BILD 3,BILD,3,,,,4,,
14,CHEM 40A,CHEM,40A,6,,,4,,
15,BILD 2,BILD,2,12,,,4,,
16,PHYS 1B,PHYS,1B,5;10,,,3,,
17,PHYS 1BL,PHYS,1BL,5;10;11,,,2,,
18,BICD 100,BICD,100,12;13,,,4,,
19,CHEM 40B,CHEM,40B,14,,,4,,
20,PHYS 1C,PHYS,1C,5;16,,,3,,
21,PHYS 1CL,PHYS,1CL,5;16;17,,,2,,
22,BIBC 102 / CHEM 114B,BIBC,102,14;19,,,4,,
23,BIPN 100,BIPN,100,12;15,,,4,,
26,ELECTIVE,,,,,,4,,
27,UD BIOLOGY LAB 1,,,,,,4,,
24,BIMM 100,BIMM,100,12;3;14;19,,,4,,
28,UD BIOLOGY LAB 2,,,,,,4,,
25,BICD 110,BICD,110,22,,,4,,
29,UD HB CORE (PHYSIOLOGY),,,,,,4,,
30,UD HB CORE (DISEASE),,,,,,4,,
31,UD BIOLOGY ELECTIVE 1,,,,,,4,,
32,UD HB CORE,,,,,,4,,
33,UD BIOLOGY ELECTIVE 2,,,,,,4,,
